,title,company,salary,location,hiringStatus,postedDate
244,Application Developer,Vantage West Credit Union,$71K - $107K,"Tucson, AZ",Actively Hiring,2023-01-12
245,Programmer Analyst,SB Clinical Practice Management,$54K - $85K,St. James,Actively Hiring,2023-01-08
246,SCADA/MES Software Engineer,empirical,$76K - $98K,"North Sioux City, SD",Actively Hiring,2023-01-08
247,LIVE-SYNTHETIC ENVIRONMENT (LSE) SOFTWARE DEVELOPER,"Garud Technology Services, Inc.",$63K - $93K,"Las Vegas, NV",Actively Hiring,2023-01-08
248,Senior Software Developer,Empower AI Inc.,$89K - $126K,"Washington, DC",Actively Hiring,2023-01-08
249,Sr Java Developer,Options Clearing Corporation,$89K - $124K,"Chicago, IL",Actively Hiring,2023-01-08
250,Automation Software Developer,"Engineering Specialists, Inc.",$60K - $85K,"Milwaukee, WI",Actively Hiring,2023-01-08
251,Web Developer,Select Star Associates Inc,$60K - $90K,"Lutherville Timonium, MD",Actively Hiring,2023-02-02
252,Sr. .Net Developer,The Reserves Network Inc,$80K - $85K,"Omaha, NE",Actively Hiring,2023-01-24
253,Developer III (Universe),Mouser Electronics,$49K - $75K,"Mansfield, TX",Actively Hiring,2023-01-08
254,Software Development Manager,TherapyNotes.com,$145K - $175K,"Horsham, PA",Actively Hiring,2023-01-25
255,Senior Software Engineer,ST Engineering iDirect,$110K - $143K,"Herndon, VA",Actively Hiring,2023-01-08
256,Software Engineer III (Mobile Emphasis),Lighthouse Worldwide Solutions,$83K - $123K,"White City, OR",Actively Hiring,2023-01-08
257,BlackBerry QNX Software Developer in Test II (Performance Testing),BlackBerry,$77K - $112K,"Cary, NC",Actively Hiring,2023-01-08
258,Ruby On Rails Developer.,Power Home Remodeling,$170K,"Pottstown, PA",Actively Hiring,2023-02-06
259,Expert Software Developer - TS Clearance Required,Eighty20 Collective,$70K - $102K,"Springfield, VA",Actively Hiring,2023-01-19
260,Application /Report Developer,Laclede Chain Manufacturing,$86K - $119K,"Vicksburg, MS",Actively Hiring,2023-01-12
261,Sr Software Developer,Crown Equipment Corporation,$80K - $140K,"Troy, OH",Actively Hiring,2023-02-03
262,Embedded Software Developer,Idaho Scientific,$75K - $180K,"Boise, ID",Actively Hiring,2023-01-31
263,Senior Staff Software Engineer,The Hartford,$80K - $150K,"Charlotte, NC",Actively Hiring,2023-02-03
264,Firmware Developer,Idaho Scientific,$90K - $160K,"Boise, ID",Actively Hiring,2023-01-11
265,Linux Kernel Driver Developer,Idaho Scientific,$37K - $45K,"Boise, ID",Actively Hiring,2023-01-31
266,Software Engineer Sr,Vectrus,$72K - $94K,"King George, VA",Actively Hiring,2023-01-08
267,Work Instruction Developer and Configuration Specialist,GapVax Inc.,$96K - $129K,"Johnstown, PA",Actively Hiring,2023-01-08
268,Application Developer,Vantage West Credit Union,$90K,"Tucson, AZ",Actively Hiring,2023-01-12
269,Manufacturing Automation Engineer,Cemen Tech,$40K - $132K,"Indianola, IA",Actively Hiring,2023-01-13
270,Senior Software Development Engineer,The Morey Corporation,$69K - $99K,"Woodridge, IL",Actively Hiring,2023-01-08
271,Software Developer (Senior Mobile/Web/Desktop/Full-Stack),Vesigo Studios,$65K - $110K,"Medford, OR",Actively Hiring,2023-02-07
272,"PHP Web Developer (Not WFH, Local candidates only)",ActiveLAMP,$80K - $140K,"Rupert, ID",Actively Hiring,2023-02-01
273,React Developer,T. Rowe Price,$76K - $105K,"Owings Mills, MD",Actively Hiring,2023-01-08
274,Software Developer,TherapyNotes.com,$63K - $94K,Remote,Actively Hiring,2023-01-08
275,Senior Software Developer,Empower AI Inc.,$89K - $126K,"Washington, DC",Actively Hiring,2023-01-08
276,Sr Java Developer,Options Clearing Corporation,$89K - $124K,"Chicago, IL",Actively Hiring,2023-01-08
277,Automation Software Developer,"Engineering Specialists, Inc.",$60K - $85K,"Milwaukee, WI",Actively Hiring,2023-01-08
278,Web Developer,Select Star Associates Inc,$60K - $90K,"Lutherville Timonium, MD",Actively Hiring,2023-02-02
279,Sr. .Net Developer,The Reserves Network Inc,$80K - $85K,"Omaha, NE",Actively Hiring,2023-01-24
280,Developer III (Universe),Mouser Electronics,$49K - $75K,"Mansfield, TX",Actively Hiring,2023-01-08
281,Software Development Manager,TherapyNotes.com,$145K - $175K,"Horsham, PA",Actively Hiring,2023-01-25
282,Senior Software Engineer,ST Engineering iDirect,$110K - $143K,"Herndon, VA",Actively Hiring,2023-01-08
283,Software Engineer III (Mobile Emphasis),Lighthouse Worldwide Solutions,$83K - $123K,"White City, OR",Actively Hiring,2023-01-08
284,BlackBerry QNX Software Developer in Test II (Performance Testing),BlackBerry,$77K - $112K,"Cary, NC",Actively Hiring,2023-01-08
285,Ruby On Rails Developer.,Power Home Remodeling,$170K,"Pottstown, PA",Actively Hiring,2023-02-06
286,Expert Software Developer - TS Clearance Required,Eighty20 Collective,$70K - $102K,"Springfield, VA",Actively Hiring,2023-01-19
287,Application /Report Developer,Laclede Chain Manufacturing,$86K - $119K,"Vicksburg, MS",Actively Hiring,2023-01-12
288,Sr Software Developer,Crown Equipment Corporation,$80K - $140K,"Troy, OH",Actively Hiring,2023-02-03
289,Embedded Software Developer,Idaho Scientific,$75K - $180K,"Boise, ID",Actively Hiring,2023-01-31
290,Senior Staff Software Engineer,The Hartford,$80K - $150K,"Charlotte, NC",Actively Hiring,2023-02-03
291,Firmware Developer,Idaho Scientific,$90K - $160K,"Boise, ID",Actively Hiring,2023-01-11
292,Linux Kernel Driver Developer,Idaho Scientific,$37K - $45K,"Boise, ID",Actively Hiring,2023-01-31
293,Software Engineer Sr,Vectrus,$72K - $94K,"King George, VA",Actively Hiring,2023-01-08
294,Work Instruction Developer and Configuration Specialist,GapVax Inc.,$96K - $129K,"Johnstown, PA",Actively Hiring,2023-01-08
295,Application Developer,Vantage West Credit Union,$90K,"Tucson, AZ",Actively Hiring,2023-01-12
296,Manufacturing Automation Engineer,Cemen Tech,$40K - $132K,"Indianola, IA",Actively Hiring,2023-01-13
297,Senior Software Development Engineer,The Morey Corporation,$69K - $99K,"Woodridge, IL",Actively Hiring,2023-01-08
298,Software Developer (Senior Mobile/Web/Desktop/Full-Stack),Vesigo Studios,$65K - $110K,"Medford, OR",Actively Hiring,2023-02-07
299,"PHP Web Developer (Not WFH, Local candidates only)",ActiveLAMP,$80K - $140K,"Rupert, ID",Actively Hiring,2023-02-01
300,React Developer,T. Rowe Price,$76K - $105K,"Owings Mills, MD",Actively Hiring,2023-01-08
301,Software Developer,TherapyNotes.com,$63K - $94K,Remote,Actively Hiring,2023-01-08
302,Senior Software Developer,Empower AI Inc.,$89K - $126K,"Washington, DC",Actively Hiring,2023-01-08
303,Sr Java Developer,Options Clearing Corporation,$89K - $124K,"Chicago, IL",Actively Hiring,2023-01-08
304,Automation Software Developer,"Engineering Specialists, Inc.",$60K - $85K,"Milwaukee, WI",Actively Hiring,2023-01-08
305,Web Developer,Select Star Associates Inc,$60K - $90K,"Lutherville Timonium, MD",Actively Hiring,2023-02-02
306,Sr. .Net Developer,The Reserves Network Inc,$80K - $85K,"Omaha, NE",Actively Hiring,2023-01-24
307,Developer III (Universe),Mouser Electronics,$49K - $75K,"Mansfield, TX",Actively Hiring,2023-01-08
308,Software Development Manager,TherapyNotes.com,$145K - $175K,"Horsham, PA",Actively Hiring,2023-01-25
309,Senior Software Engineer,ST Engineering iDirect,$110K - $143K,"Herndon, VA",Actively Hiring,2023-01-08
310,Software Engineer III (Mobile Emphasis),Lighthouse Worldwide Solutions,$83K - $123K,"White City, OR",Actively Hiring,2023-01-08
311,Ruby On Rails Developer.,Power Home Remodeling,$170K,"Pottstown, PA",Actively Hiring,2023-02-06
312,Expert Software Developer - TS Clearance Required,Eighty20 Collective,$70K - $102K,"Springfield, VA",Actively Hiring,2023-01-19
313,Application /Report Developer,Laclede Chain Manufacturing,$86K - $119K,"Vicksburg, MS",Actively Hiring,2023-01-12
314,Sr Software Developer,Crown Equipment Corporation,$80K - $140K,"Troy, OH",Actively Hiring,2023-02-03
315,Embedded Software Developer,Idaho Scientific,$75K - $180K,"Boise, ID",Actively Hiring,2023-01-31
316,Senior Staff Software Engineer,The Hartford,$80K - $150K,"Charlotte, NC",Actively Hiring,2023-02-03
317,Firmware Developer,Idaho Scientific,$90K - $160K,"Boise, ID",Actively Hiring,2023-01-11
318,Linux Kernel Driver Developer,Idaho Scientific,$37K - $45K,"Boise, ID",Actively Hiring,2023-01-31
319,Software Engineer Sr,Vectrus,$72K - $94K,"King George, VA",Actively Hiring,2023-01-08
320,Work Instruction Developer and Configuration Specialist,GapVax Inc.,$96K - $129K,"Johnstown, PA",Actively Hiring,2023-01-08
321,Application Developer,Vantage West Credit Union,$90K,"Tucson, AZ",Actively Hiring,2023-01-12
322,Manufacturing Automation Engineer,Cemen Tech,$40K - $132K,"Indianola, IA",Actively Hiring,2023-01-13
323,Senior Software Development Engineer,The Morey Corporation,$69K - $99K,"Woodridge, IL",Actively Hiring,2023-01-08
324,Software Developer (Senior Mobile/Web/Desktop/Full-Stack),Vesigo Studios,$65K - $110K,"Medford, OR",Actively Hiring,2023-02-07
325,"PHP Web Developer (Not WFH, Local candidates only)",ActiveLAMP,$80K - $140K,"Rupert, ID",Actively Hiring,2023-02-01
326,React Developer,T. Rowe Price,$76K - $105K,"Owings Mills, MD",Actively Hiring,2023-01-08
327,Software Developer,TherapyNotes.com,$63K - $94K,Remote,Actively Hiring,2023-01-08
328,Real Time Embedded Developer,Idaho Scientific,$68K - $94K,"Boise, ID",Actively Hiring,2023-01-31
329,Sr Java Developer,Options Clearing Corporation,$89K - $124K,"Chicago, IL",Actively Hiring,2023-01-08
330,Automation Software Developer,"Engineering Specialists, Inc.",$60K - $85K,"Milwaukee, WI",Actively Hiring,2023-01-08
331,Web Developer,Select Star Associates Inc,$60K - $90K,"Lutherville Timonium, MD",Actively Hiring,2023-02-02
332,Developer III (Universe),Mouser Electronics,$49K - $75K,"Mansfield, TX",Actively Hiring,2023-01-08
333,Software Development Manager,TherapyNotes.com,$145K - $175K,"Horsham, PA",Actively Hiring,2023-01-25
334,Software Engineer III (Mobile Emphasis),Lighthouse Worldwide Solutions,$83K - $123K,"White City, OR",Actively Hiring,2023-01-08
335,BlackBerry QNX Software Developer in Test II (Performance Testing),BlackBerry,$77K - $112K,"Cary, NC",Actively Hiring,2023-01-08
336,Expert Software Developer - TS Clearance Required,Eighty20 Collective,$170K,"Springfield, VA",Actively Hiring,2023-01-19
337,Embedded Software Developer,Idaho Scientific,$80K - $140K,"Boise, ID",Actively Hiring,2023-01-31
338,Firmware Developer,Idaho Scientific,$75K - $180K,"Boise, ID",Actively Hiring,2023-01-11
339,Linux Kernel Driver Developer,Idaho Scientific,$80K - $150K,"Boise, ID",Actively Hiring,2023-01-31
340,Software Engineer Sr,Vectrus,$90K - $160K,"King George, VA",Actively Hiring,2023-01-08
341,Work Instruction Developer and Configuration Specialist,GapVax Inc.,$37K - $45K,"Johnstown, PA",Actively Hiring,2023-01-08
342,Senior Software Developer,United Wholesale Mortgage,$76K - $105K,"Pontiac, MI",Actively Hiring,2023-01-08
343,Automation Engineer,"Edgewater Federal Solutions, Inc.",$66K - $97K,"Albuquerque, NM",Actively Hiring,2023-01-08
344,Mobile Developer (React Native and/or Rails),Lettuce Entertain You Restaurants (Chicago),$69K - $97K,"Chicago, IL",Actively Hiring,2023-01-08
345,Manufacturing Automation Engineer,Cemen Tech,$96K - $129K,"Indianola, IA",Actively Hiring,2023-01-13
346,Ruby On Rails Developer.,Power Home Remodeling,$90K,"Pottstown, PA",Actively Hiring,2023-02-06
347,Senior Software Development Engineer,The Morey Corporation,$40K - $132K,"Woodridge, IL",Actively Hiring,2023-01-08
348,Software Developer (Senior Mobile/Web/Desktop/Full-Stack),Vesigo Studios,$69K - $99K,"Medford, OR",Actively Hiring,2023-02-07
349,"PHP Web Developer (Not WFH, Local candidates only)",ActiveLAMP,$65K - $110K,"Rupert, ID",Actively Hiring,2023-02-01
350,React Developer,T. Rowe Price,$80K - $140K,"Owings Mills, MD",Actively Hiring,2023-01-08
351,Software Developer,TherapyNotes.com,$63K - $94K,Remote,Actively Hiring,2023-01-08
352,Real Time Embedded Developer,Idaho Scientific,$72K - $94K,"Boise, ID",Actively Hiring,2023-01-31
353,Software Developer,Solidus Technical Solutions,$68K - $94K,"Bellevue, NE",Actively Hiring,2023-01-08
354,Application Developer,Vantage West Credit Union,$71K - $107K,"Tucson, AZ",Actively Hiring,2023-01-12
355,Programmer Analyst,SB Clinical Practice Management,$54K - $85K,St. James,Actively Hiring,2023-01-08
356,SCADA/MES Software Engineer,empirical,$76K - $98K,"North Sioux City, SD",Actively Hiring,2023-01-08
357,Sr Java Developer,Options Clearing Corporation,$89K - $124K,"Chicago, IL",Actively Hiring,2023-01-08
358,Automation Software Developer,"Engineering Specialists, Inc.",$60K - $85K,"Milwaukee, WI",Actively Hiring,2023-01-08
359,Web Developer,Select Star Associates Inc,$60K - $90K,"Lutherville Timonium, MD",Actively Hiring,2023-02-02
360,Developer III (Universe),Mouser Electronics,$49K - $75K,"Mansfield, TX",Actively Hiring,2023-01-08
361,Software Development Manager,TherapyNotes.com,$145K - $175K,"Horsham, PA",Actively Hiring,2023-01-25
362,Software Engineer III (Mobile Emphasis),Lighthouse Worldwide Solutions,$83K - $123K,"White City, OR",Actively Hiring,2023-01-08
363,BlackBerry QNX Software Developer in Test II (Performance Testing),BlackBerry,$77K - $112K,"Cary, NC",Actively Hiring,2023-01-08
364,Expert Software Developer - TS Clearance Required,Eighty20 Collective,$170K,"Springfield, VA",Actively Hiring,2023-01-19
365,Embedded Software Developer,Idaho Scientific,$80K - $140K,"Boise, ID",Actively Hiring,2023-01-31
366,Firmware Developer,Idaho Scientific,$75K - $180K,"Boise, ID",Actively Hiring,2023-01-11
367,Linux Kernel Driver Developer,Idaho Scientific,$80K - $150K,"Boise, ID",Actively Hiring,2023-01-31
368,Software Engineer Sr,Vectrus,$90K - $160K,"King George, VA",Actively Hiring,2023-01-08
369,Work Instruction Developer and Configuration Specialist,GapVax Inc.,$37K - $45K,"Johnstown, PA",Actively Hiring,2023-01-08
370,Senior Software Developer,United Wholesale Mortgage,$76K - $105K,"Pontiac, MI",Actively Hiring,2023-01-08
371,Automation Engineer,"Edgewater Federal Solutions, Inc.",$66K - $97K,"Albuquerque, NM",Actively Hiring,2023-01-08
372,Mobile Developer (React Native and/or Rails),Lettuce Entertain You Restaurants (Chicago),$69K - $97K,"Chicago, IL",Actively Hiring,2023-01-08
373,Manufacturing Automation Engineer,Cemen Tech,$96K - $129K,"Indianola, IA",Actively Hiring,2023-01-13
374,Ruby On Rails Developer.,Power Home Remodeling,$90K,"Pottstown, PA",Actively Hiring,2023-02-06
375,Senior Software Development Engineer,The Morey Corporation,$40K - $132K,"Woodridge, IL",Actively Hiring,2023-01-08
376,Software Developer (Senior Mobile/Web/Desktop/Full-Stack),Vesigo Studios,$69K - $99K,"Medford, OR",Actively Hiring,2023-02-07
377,"PHP Web Developer (Not WFH, Local candidates only)",ActiveLAMP,$65K - $110K,"Rupert, ID",Actively Hiring,2023-02-01
378,React Developer,T. Rowe Price,$80K - $140K,"Owings Mills, MD",Actively Hiring,2023-01-08
379,Software Developer,TherapyNotes.com,$125K,Remote,Actively Hiring,2023-01-08
380,Real Time Embedded Developer,Idaho Scientific,$63K - $94K,"Boise, ID",Actively Hiring,2023-01-31
381,Sr. Software Engineer,Data Transformation Corporation,$72K - $94K,"Turnersville, NJ",Actively Hiring,2023-01-25
382,Software Developer,Solidus Technical Solutions,$68K - $94K,"Bellevue, NE",Actively Hiring,2023-01-08
383,Application Developer,Vantage West Credit Union,$71K - $107K,"Tucson, AZ",Actively Hiring,2023-01-12
384,Programmer Analyst,SB Clinical Practice Management,$54K - $85K,St. James,Actively Hiring,2023-01-08
385,Senior Software Developer,Empower AI Inc.,$89K - $126K,"Washington, DC",Actively Hiring,2023-01-08
386,Sr Java Developer,Options Clearing Corporation,$89K - $124K,"Chicago, IL",Actively Hiring,2023-01-08
387,Automation Software Developer,"Engineering Specialists, Inc.",$60K - $85K,"Milwaukee, WI",Actively Hiring,2023-01-08
388,Web Developer,Select Star Associates Inc,$60K - $90K,"Lutherville Timonium, MD",Actively Hiring,2023-02-02
389,Sr. .Net Developer,The Reserves Network Inc,$80K - $85K,"Omaha, NE",Actively Hiring,2023-01-24
390,Developer III (Universe),Mouser Electronics,$49K - $75K,"Mansfield, TX",Actively Hiring,2023-01-08
391,Software Development Manager,TherapyNotes.com,$145K - $175K,"Horsham, PA",Actively Hiring,2023-01-25
392,Senior Software Engineer,ST Engineering iDirect,$110K - $143K,"Herndon, VA",Actively Hiring,2023-01-08
393,Software Engineer III (Mobile Emphasis),Lighthouse Worldwide Solutions,$83K - $123K,"White City, OR",Actively Hiring,2023-01-08
394,Ruby On Rails Developer.,Power Home Remodeling,$170K,"Pottstown, PA",Actively Hiring,2023-02-06
395,Expert Software Developer - TS Clearance Required,Eighty20 Collective,$70K - $102K,"Springfield, VA",Actively Hiring,2023-01-19
396,Application /Report Developer,Laclede Chain Manufacturing,$86K - $119K,"Vicksburg, MS",Actively Hiring,2023-01-12
397,Sr Software Developer,Crown Equipment Corporation,$80K - $140K,"Troy, OH",Actively Hiring,2023-02-03
398,Embedded Software Developer,Idaho Scientific,$75K - $180K,"Boise, ID",Actively Hiring,2023-01-31
399,Senior Staff Software Engineer,The Hartford,$80K - $150K,"Charlotte, NC",Actively Hiring,2023-02-03
400,Firmware Developer,Idaho Scientific,$90K - $160K,"Boise, ID",Actively Hiring,2023-01-11
401,Linux Kernel Driver Developer,Idaho Scientific,$37K - $45K,"Boise, ID",Actively Hiring,2023-01-31
402,Software Engineer Sr,Vectrus,$72K - $94K,"King George, VA",Actively Hiring,2023-01-08
403,Work Instruction Developer and Configuration Specialist,GapVax Inc.,$96K - $129K,"Johnstown, PA",Actively Hiring,2023-01-08
404,Application Developer,Vantage West Credit Union,$90K,"Tucson, AZ",Actively Hiring,2023-01-12
405,Manufacturing Automation Engineer,Cemen Tech,$40K - $132K,"Indianola, IA",Actively Hiring,2023-01-13
406,Senior Software Development Engineer,The Morey Corporation,$69K - $99K,"Woodridge, IL",Actively Hiring,2023-01-08
